id,name
1,AHMEDABAD
2,AMRELI
3,ANAND
4,ARAVALLI
5,BANASKANTHA
6,BHARUCH
7,BHAVNAGAR
8,BOTAD
9,CHHOTA UDEPUR
10,DAHOD
11,DANG
12,DEVBHOOMI DWARKA
13,GANDHINAGAR
14,GIR SOMNATH
15,JAMNAGAR
16,JUNAGADH
17,KHEDA
18,KUTCH
19,MAHISAGAR
20,MEHSANA
21,MORBI
22,NARMADA
23,NAVSARI
24,PANCHMAHAL
25,PATAN
26,PORBANDAR
27,RAJKOT
28,SABARKANTHA
29,SURAT
30,SURENDRANAGAR
31,TAPI
32,VADODARA
33,VALSAD
